Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,d1,answer
364,1631620047098,14/09/2021 11:47:27,1631620046867,2,14/09/2021 13:47:26,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,199,165,1,Screen 1,fixation,fixation,299.9880000000121,null,,null,,0,1,0,,,false,,,Task,6,
365,1631620047294,14/09/2021 11:47:27,1631620047067,2,14/09/2021 13:47:27,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,199,165,2,Screen 2,Zone2,timelimit_screen,199.99200000002747,null,,,,0,1,0,,,true,,,Task,6,
366,1631620047582,14/09/2021 11:47:27,1631620047367,2,14/09/2021 13:47:27,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,200,166,1,Screen 1,fixation,fixation,299.9879999999539,null,,null,,0,1,0,,,false,,,Task,2,
367,1631620047778,14/09/2021 11:47:27,1631620047567,2,14/09/2021 13:47:27,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,200,166,2,Screen 2,Zone2,timelimit_screen,199.99200000002747,null,,,,0,1,0,,,true,,,Task,2,
368,1631620048082,14/09/2021 11:47:28,1631620047867,2,14/09/2021 13:47:27,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,201,167,1,Screen 1,fixation,fixation,299.9880000000121,null,,null,,0,1,0,,,false,,,Task,4,
369,1631620048277,14/09/2021 11:47:28,1631620048066,2,14/09/2021 13:47:28,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,201,167,2,Screen 2,Zone2,timelimit_screen,199.99199999996927,null,,,,0,1,0,,,true,,,Task,4,
370,1631620048598,14/09/2021 11:47:28,1631620048366,2,14/09/2021 13:47:28,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,202,168,1,Screen 1,fixation,fixation,299.9880000000121,null,,null,,0,1,0,,,false,,,Task,1,
371,1631620048778,14/09/2021 11:47:28,1631620048567,2,14/09/2021 13:47:28,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,202,168,2,Screen 2,Zone2,timelimit_screen,199.99200000002747,null,,,,0,1,0,,,true,,,Task,1,
372,1631620049098,14/09/2021 11:47:29,1631620048866,2,14/09/2021 13:47:28,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,203,169,1,Screen 1,fixation,fixation,299.9879999999539,null,,null,,0,1,0,,,false,,,Task,9,
373,1631620049283,14/09/2021 11:47:29,1631620049067,2,14/09/2021 13:47:29,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,203,169,2,Screen 2,Zone2,timelimit_screen,199.99200000002747,null,,,,0,1,0,,,true,,,Task,9,
374,1631620049598,14/09/2021 11:47:29,1631620049367,2,14/09/2021 13:47:29,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,204,170,1,Screen 1,fixation,fixation,299.9880000000121,null,,null,,0,1,0,,,false,,,Task,7,
375,1631620049784,14/09/2021 11:47:29,1631620049567,2,14/09/2021 13:47:29,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,204,170,2,Screen 2,Zone2,timelimit_screen,199.99199999996927,null,,,,0,1,0,,,true,,,Task,7,
376,1631620060320,14/09/2021 11:47:40,1631620060095,2,14/09/2021 13:47:40,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,205,13,1,Screen 1,Zone2,response_text_entry,10510.90000000596,null,,79164371,1,0,1,0,,,false,,,Test_Backwards,,52624197
377,1631620060607,14/09/2021 11:47:40,1631620060391,2,14/09/2021 13:47:40,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,206,171,1,Screen 1,fixation,fixation,299.9880000000121,null,,null,,0,1,0,,,false,,,Task,9,
378,1631620060819,14/09/2021 11:47:40,1631620060592,2,14/09/2021 13:47:40,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,206,171,2,Screen 2,Zone2,timelimit_screen,199.99199999996927,null,,,,0,1,0,,,true,,,Task,9,
379,1631620061107,14/09/2021 11:47:41,1631620060891,2,14/09/2021 13:47:40,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,207,172,1,Screen 1,fixation,fixation,299.9880000000121,null,,null,,0,1,0,,,false,,,Task,4,
380,1631620061320,14/09/2021 11:47:41,1631620061092,2,14/09/2021 13:47:41,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,207,172,2,Screen 2,Zone2,timelimit_screen,199.99199999996927,null,,,,0,1,0,,,true,,,Task,4,
381,1631620061608,14/09/2021 11:47:41,1631620061392,2,14/09/2021 13:47:41,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,208,173,1,Screen 1,fixation,fixation,299.9880000000121,null,,null,,0,1,0,,,false,,,Task,6,
382,1631620061808,14/09/2021 11:47:41,1631620061591,2,14/09/2021 13:47:41,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,208,173,2,Screen 2,Zone2,timelimit_screen,199.99200000002747,null,,,,0,1,0,,,true,,,Task,6,
383,1631620062124,14/09/2021 11:47:42,1631620061891,2,14/09/2021 13:47:41,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,209,174,1,Screen 1,fixation,fixation,299.9879999999539,null,,null,,0,1,0,,,false,,,Task,1,
384,1631620062310,14/09/2021 11:47:42,1631620062092,2,14/09/2021 13:47:42,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,209,174,2,Screen 2,Zone2,timelimit_screen,199.99200000002747,null,,,,0,1,0,,,true,,,Task,1,
385,1631620062608,14/09/2021 11:47:42,1631620062391,2,14/09/2021 13:47:42,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,210,175,1,Screen 1,fixation,fixation,299.9880000000121,null,,null,,0,1,0,,,false,,,Task,7,
386,1631620062810,14/09/2021 11:47:42,1631620062592,2,14/09/2021 13:47:42,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,210,175,2,Screen 2,Zone2,timelimit_screen,199.99199999996927,null,,,,0,1,0,,,true,,,Task,7,
387,1631620063124,14/09/2021 11:47:43,1631620062892,2,14/09/2021 13:47:42,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,211,176,1,Screen 1,fixation,fixation,299.9880000000121,null,,null,,0,1,0,,,false,,,Task,3,
388,1631620063319,14/09/2021 11:47:43,1631620063092,2,14/09/2021 13:47:43,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,211,176,2,Screen 2,Zone2,timelimit_screen,199.99200000002747,null,,,,0,1,0,,,true,,,Task,3,
389,1631620063608,14/09/2021 11:47:43,1631620063391,2,14/09/2021 13:47:43,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,212,177,1,Screen 1,fixation,fixation,299.9879999999539,null,,null,,0,1,0,,,false,,,Task,8,
390,1631620063819,14/09/2021 11:47:43,1631620063591,2,14/09/2021 13:47:43,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,212,177,2,Screen 2,Zone2,timelimit_screen,199.99200000002747,null,,,,0,1,0,,,true,,,Task,8,
391,1631620064133,14/09/2021 11:47:44,1631620063891,2,14/09/2021 13:47:43,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,213,178,1,Screen 1,fixation,fixation,299.9880000000121,null,,null,,0,1,0,,,false,,,Task,5,
392,1631620064319,14/09/2021 11:47:44,1631620064092,2,14/09/2021 13:47:44,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,213,178,2,Screen 2,Zone2,timelimit_screen,199.99199999996927,null,,,,0,1,0,,,true,,,Task,5,
393,1631620081033,14/09/2021 11:48:01,1631620080799,2,14/09/2021 13:48:00,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,214,14,1,Screen 1,Zone2,response_text_entry,16691.29999999702,null,,58371649,1,0,1,0,,,false,,,Test_Backwards,,94617385
394,1631620081336,14/09/2021 11:48:01,1631620081094,2,14/09/2021 13:48:01,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,215,179,1,Screen 1,fixation,fixation,299.9880000000121,null,,null,,0,1,0,,,false,,,Task,7,
395,1631620081517,14/09/2021 11:48:01,1631620081294,2,14/09/2021 13:48:01,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,215,179,2,Screen 2,Zone2,timelimit_screen,199.99199999996927,null,,,,0,1,0,,,true,,,Task,7,
396,1631620081820,14/09/2021 11:48:01,1631620081594,2,14/09/2021 13:48:01,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,216,180,1,Screen 1,fixation,fixation,299.9880000000121,null,,null,,0,1,0,,,false,,,Task,5,
397,1631620082033,14/09/2021 11:48:02,1631620081794,2,14/09/2021 13:48:01,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,216,180,2,Screen 2,Zone2,timelimit_screen,199.99199999996927,null,,,,0,1,0,,,true,,,Task,5,
398,1631620082320,14/09/2021 11:48:02,1631620082095,2,14/09/2021 13:48:02,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,217,181,1,Screen 1,fixation,fixation,299.9880000000121,null,,null,,0,1,0,,,false,,,Task,2,
399,1631620082520,14/09/2021 11:48:02,1631620082295,2,14/09/2021 13:48:02,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,217,181,2,Screen 2,Zone2,timelimit_screen,199.99200000002747,null,,,,0,1,0,,,true,,,Task,2,
400,1631620082820,14/09/2021 11:48:02,1631620082594,2,14/09/2021 13:48:02,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,218,182,1,Screen 1,fixation,fixation,299.9880000000121,null,,null,,0,1,0,,,false,,,Task,8,
401,1631620083020,14/09/2021 11:48:03,1631620082794,2,14/09/2021 13:48:02,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,218,182,2,Screen 2,Zone2,timelimit_screen,199.99199999996927,null,,,,0,1,0,,,true,,,Task,8,
402,1631620083325,14/09/2021 11:48:03,1631620083094,2,14/09/2021 13:48:03,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,219,183,1,Screen 1,fixation,fixation,299.9880000000121,null,,null,,0,1,0,,,false,,,Task,9,
403,1631620083520,14/09/2021 11:48:03,1631620083295,2,14/09/2021 13:48:03,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,219,183,2,Screen 2,Zone2,timelimit_screen,199.99199999996927,null,,,,0,1,0,,,true,,,Task,9,
404,1631620083810,14/09/2021 11:48:03,1631620083594,2,14/09/2021 13:48:03,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,220,184,1,Screen 1,fixation,fixation,299.9880000000121,null,,null,,0,1,0,,,false,,,Task,3,
405,1631620084021,14/09/2021 11:48:04,1631620083794,2,14/09/2021 13:48:03,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,220,184,2,Screen 2,Zone2,timelimit_screen,199.99200000002747,null,,,,0,1,0,,,true,,,Task,3,
406,1631620084310,14/09/2021 11:48:04,1631620084094,2,14/09/2021 13:48:04,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,221,185,1,Screen 1,fixation,fixation,299.9879999999539,null,,null,,0,1,0,,,false,,,Task,1,
407,1631620084521,14/09/2021 11:48:04,1631620084297,2,14/09/2021 13:48:04,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,221,185,2,Screen 2,Zone2,timelimit_screen,199.99200000002747,null,,,,0,1,0,,,true,,,Task,1,
408,1631620084811,14/09/2021 11:48:04,1631620084595,2,14/09/2021 13:48:04,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,222,186,1,Screen 1,fixation,fixation,299.9880000000121,null,,null,,0,1,0,,,false,,,Task,4,
409,1631620085021,14/09/2021 11:48:05,1631620084798,2,14/09/2021 13:48:04,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,222,186,2,Screen 2,Zone2,timelimit_screen,203.47499999997672,null,,,,0,1,0,,,true,,,Task,4,
410,1631620085327,14/09/2021 11:48:05,1631620085099,2,14/09/2021 13:48:05,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,223,187,1,Screen 1,fixation,fixation,299.9880000000121,null,,null,,0,1,0,,,false,,,Task,6,
411,1631620085521,14/09/2021 11:48:05,1631620085298,2,14/09/2021 13:48:05,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,223,187,2,Screen 2,Zone2,timelimit_screen,199.99200000002747,null,,,,0,1,0,,,true,,,Task,6,
412,1631620092002,14/09/2021 11:48:12,1631620091784,2,14/09/2021 13:48:11,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,224,15,1,Screen 1,Zone2,response_text_entry,6469.5,null,,61438971,1,0,1,0,,,false,,,Test_Backwards,,752893146
413,1631620092306,14/09/2021 11:48:12,1631620092081,2,14/09/2021 13:48:12,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,225,188,1,Screen 1,fixation,fixation,299.9880000000121,null,,null,,0,1,0,,,false,,,Task,3,
414,1631620092502,14/09/2021 11:48:12,1631620092282,2,14/09/2021 13:48:12,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,225,188,2,Screen 2,Zone2,timelimit_screen,199.99199999996927,null,,,,0,1,0,,,true,,,Task,3,
415,1631620092806,14/09/2021 11:48:12,1631620092581,2,14/09/2021 13:48:12,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,226,189,1,Screen 1,fixation,fixation,299.9880000000121,null,,null,,0,1,0,,,false,,,Task,9,
416,1631620093002,14/09/2021 11:48:13,1631620092782,2,14/09/2021 13:48:12,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,226,189,2,Screen 2,Zone2,timelimit_screen,199.99200000002747,null,,,,0,1,0,,,true,,,Task,9,
417,1631620093302,14/09/2021 11:48:13,1631620093081,2,14/09/2021 13:48:13,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,227,190,1,Screen 1,fixation,fixation,299.9880000000121,null,,null,,0,1,0,,,false,,,Task,5,
418,1631620093503,14/09/2021 11:48:13,1631620093282,2,14/09/2021 13:48:13,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,227,190,2,Screen 2,Zone2,timelimit_screen,199.99199999996927,null,,,,0,1,0,,,true,,,Task,5,
419,1631620093834,14/09/2021 11:48:13,1631620093582,2,14/09/2021 13:48:13,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,228,191,1,Screen 1,fixation,fixation,299.9880000000121,null,,null,,0,1,0,,,false,,,Task,7,
420,1631620094005,14/09/2021 11:48:14,1631620093782,2,14/09/2021 13:48:13,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,228,191,2,Screen 2,Zone2,timelimit_screen,199.99199999996927,null,,,,0,1,0,,,true,,,Task,7,
421,1631620094318,14/09/2021 11:48:14,1631620094081,2,14/09/2021 13:48:14,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,229,192,1,Screen 1,fixation,fixation,299.9880000000121,null,,null,,0,1,0,,,false,,,Task,2,
422,1631620094505,14/09/2021 11:48:14,1631620094282,2,14/09/2021 13:48:14,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,229,192,2,Screen 2,Zone2,timelimit_screen,199.99200000002747,null,,,,0,1,0,,,true,,,Task,2,
423,1631620094835,14/09/2021 11:48:14,1631620094582,2,14/09/2021 13:48:14,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,230,193,1,Screen 1,fixation,fixation,299.9880000000121,null,,null,,0,1,0,,,false,,,Task,8,
424,1631620095005,14/09/2021 11:48:15,1631620094782,2,14/09/2021 13:48:14,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,230,193,2,Screen 2,Zone2,timelimit_screen,199.99199999996927,null,,,,0,1,0,,,true,,,Task,8,
425,1631620095303,14/09/2021 11:48:15,1631620095074,2,14/09/2021 13:48:15,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,231,194,1,Screen 1,fixation,fixation,292.0599999999977,null,,null,,0,1,0,,,false,,,Task,4,
426,1631620095489,14/09/2021 11:48:15,1631620095274,2,14/09/2021 13:48:15,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,231,194,2,Screen 2,Zone2,timelimit_screen,199.99200000002747,null,,,,0,1,0,,,true,,,Task,4,
427,1631620095801,14/09/2021 11:48:15,1631620095573,2,14/09/2021 13:48:15,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,232,195,1,Screen 1,fixation,fixation,299.9879999999539,null,,null,,0,1,0,,,false,,,Task,6,
428,1631620095991,14/09/2021 11:48:15,1631620095773,2,14/09/2021 13:48:15,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,232,195,2,Screen 2,Zone2,timelimit_screen,199.99200000002747,null,,,,0,1,0,,,true,,,Task,6,
429,1631620096301,14/09/2021 11:48:16,1631620096074,2,14/09/2021 13:48:16,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,233,196,1,Screen 1,fixation,fixation,299.9880000000121,null,,null,,0,1,0,,,false,,,Task,1,
430,1631620096491,14/09/2021 11:48:16,1631620096275,2,14/09/2021 13:48:16,24227,2,task-zfye,,15711489,,4654236,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.63,1440x900,1440x764,,Digit Span Task (Visual & Text Entry),1,ListA,ListA,233,196,2,Screen 2,Zone2,timelimit_screen,199.99199999996927,null,,,,0,1,0,,,true,,,Task,1,
